constellation,average_competence,average_relative_competence,average_accuracy,count,population,sample,options,iteration,total_iterations
dissensus,0.6060348524592377,0.4090522786888566,0.3333333333333333,32,999,3,3,189,1000
majority,0.6781730918997997,0.5172596378496996,0.7315789473684211,190,999,3,3,189,1000
minority,0.573983212289188,0.360974818433782,0.2,190,999,3,3,189,1000
consensus,0.7240724175244436,0.5861086262866654,0.9797979797979798,99,999,3,3,190,1000
dissensus,0.6214110092259943,0.4321165138389916,0.3333333333333333,26,999,3,3,190,1000
majority,0.6808963603707991,0.5213445405561987,0.7596153846153846,208,999,3,3,190,1000
minority,0.5831873504988229,0.37478102574823424,0.20673076923076922,208,999,3,3,190,1000
consensus,0.7181459373405661,0.5772189060108492,0.9494949494949495,99,999,3,3,191,1000
dissensus,0.6016634648805985,0.4024951973208978,0.3333333333333333,31,999,3,3,191,1000
majority,0.6682898364838806,0.502434754725821,0.7931034482758621,203,999,3,3,191,1000
minority,0.5626245659090922,0.3439368488636381,0.1625615763546798,203,999,3,3,191,1000
consensus,0.7086458103189696,0.5629687154784544,0.9252336448598131,107,999,3,3,192,1000
dissensus,0.6394516876652324,0.4591775314978487,0.3333333333333333,42,999,3,3,192,1000
majority,0.6784063938088155,0.5176095907132232,0.7663043478260869,184,999,3,3,192,1000
minority,0.5842196828014204,0.3763295242021306,0.1956521739130435,184,999,3,3,192,1000
consensus,0.7091012035133771,0.5636518052700656,0.9662921348314607,89,999,3,3,193,1000
dissensus,0.626844513064192,0.440266769596288,0.3333333333333333,39,999,3,3,193,1000
majority,0.6704006766105389,0.5056010149158083,0.7365853658536585,205,999,3,3,193,1000
minority,0.5966184820684537,0.3949277231026805,0.2,205,999,3,3,193,1000
consensus,0.7211855611921677,0.5817783417882515,0.9801980198019802,101,999,3,3,194,1000
dissensus,0.6060562414898187,0.4090843622347281,0.3333333333333333,42,999,3,3,194,1000
majority,0.6831399490096884,0.5247099235145327,0.7421052631578947,190,999,3,3,194,1000
minority,0.6092136804635326,0.41382052069529895,0.19473684210526315,190,999,3,3,194,1000
consensus,0.7209153361377401,0.58137300420661,0.9611650485436893,103,999,3,3,195,1000
dissensus,0.6193183909726886,0.4289775864590329,0.3333333333333333,37,999,3,3,195,1000
majority,0.6843354717067512,0.5265032075601268,0.7202072538860104,193,999,3,3,195,1000
minority,0.5894650933839419,0.3841976400759129,0.22279792746113988,193,999,3,3,195,1000
consensus,0.7115805749411179,0.567370862411677,0.981651376146789,109,999,3,3,196,1000
dissensus,0.6317371911883791,0.4476057867825687,0.3333333333333333,36,999,3,3,196,1000
majority,0.6727960511640785,0.5091940767461177,0.7712765957446809,188,999,3,3,196,1000
minority,0.567475975811455,0.3512139637171826,0.17553191489361702,188,999,3,3,196,1000
consensus,0.7168241458258152,0.5752362187387228,0.9803921568627451,102,999,3,3,197,1000
dissensus,0.5978702104502609,0.39680531567539135,0.3333333333333333,35,999,3,3,197,1000
majority,0.6822144834417375,0.5233217251626062,0.7346938775510204,196,999,3,3,197,1000
minority,0.5905100768099406,0.3857651152149109,0.20918367346938777,196,999,3,3,197,1000
consensus,0.7386628157575456,0.6079942236363184,0.9876543209876543,81,999,3,3,198,1000
dissensus,0.6102770451421815,0.41541556771327226,0.3333333333333333,30,999,3,3,198,1000
majority,0.6761541985752839,0.5142312978629258,0.7432432432432432,222,999,3,3,198,1000
minority,0.5878244067518482,0.3817366101277724,0.20270270270270271,222,999,3,3,198,1000
consensus,0.7258605695699494,0.5887908543549241,0.9680851063829787,94,999,3,3,199,1000
dissensus,0.5891266458579117,0.3836899687868676,0.3333333333333333,35,999,3,3,199,1000
majority,0.681358520585657,0.5220377808784856,0.7843137254901961,204,999,3,3,199,1000
minority,0.5749537280754619,0.3624305921131928,0.17647058823529413,204,999,3,3,199,1000
consensus,0.7337865436161244,0.6006798154241866,0.9537037037037037,108,999,3,3,200,1000
dissensus,0.6135530824612044,0.42032962369180665,0.3333333333333333,27,999,3,3,200,1000
majority,0.6768970320409678,0.5153455480614517,0.8282828282828283,198,999,3,3,200,1000
minority,0.5737032812262763,0.36055492183941446,0.1414141414141414,198,999,3,3,200,1000
consensus,0.7094379965277278,0.5641569947915916,0.9557522123893806,113,999,3,3,201,1000
dissensus,0.6090419411678644,0.4135629117517965,0.3333333333333333,32,999,3,3,201,1000
majority,0.6830421031575736,0.5245631547363604,0.7446808510638298,188,999,3,3,201,1000
minority,0.5726531540408586,0.35897973106128783,0.2074468085106383,188,999,3,3,201,1000
consensus,0.7134491061972318,0.5701736592958476,0.9574468085106383,94,999,3,3,202,1000
dissensus,0.62679777871688,0.44019666807532004,0.3333333333333333,40,999,3,3,202,1000
majority,0.6801342504563893,0.5202013756845839,0.6532663316582915,199,999,3,3,202,1000
minority,0.5924725914272594,0.3887088871408891,0.2613065326633166,199,999,3,3,202,1000
consensus,0.723468768472793,0.5852031527091893,0.979381443298969,97,999,3,3,203,1000
dissensus,0.6213054416584782,0.4319581624877174,0.3333333333333333,40,999,3,3,203,1000
majority,0.6819329213138772,0.5228993819708156,0.826530612244898,196,999,3,3,203,1000
minority,0.582111609942077,0.37316741491311556,0.1326530612244898,196,999,3,3,203,1000
consensus,0.7090729149262437,0.5636093723893656,0.9615384615384616,104,999,3,3,204,1000
dissensus,0.6187279866682557,0.42809198000238363,0.3333333333333333,27,999,3,3,204,1000
majority,0.6688771598400678,0.5033157397601015,0.7079207920792079,202,999,3,3,204,1000
minority,0.5937951347819859,0.39069270217297875,0.24257425742574257,202,999,3,3,204,1000
consensus,0.7162662440417285,0.5743993660625927,0.9590163934426229,122,999,3,3,205,1000
dissensus,0.6047868297391443,0.40718024460871644,0.3333333333333333,33,999,3,3,205,1000
majority,0.6823509131734389,0.5235263697601583,0.8033707865168539,178,999,3,3,205,1000
minority,0.5896869322907682,0.3845303984361523,0.17415730337078653,178,999,3,3,205,1000
consensus,0.724854772250789,0.5872821583761834,0.99,100,999,3,3,206,1000
dissensus,0.5954598218349851,0.3931897327524777,0.3333333333333333,26,999,3,3,206,1000
majority,0.6655203702401418,0.4982805553602127,0.7294685990338164,207,999,3,3,206,1000
minority,0.5987839287457367,0.398175893118605,0.2318840579710145,207,999,3,3,206,1000
consensus,0.7144947310848482,0.5717420966272723,0.9545454545454546,110,999,3,3,207,1000
dissensus,0.6207645574164077,0.4311468361246116,0.3333333333333333,47,999,3,3,207,1000
majority,0.6706033828902009,0.5059050743353014,0.8181818181818182,176,999,3,3,207,1000
minority,0.5760574607958199,0.3640861911937298,0.14204545454545456,176,999,3,3,207,1000
consensus,0.7183787623654495,0.5775681435481743,0.9797979797979798,99,999,3,3,208,1000
dissensus,0.6111549949259484,0.4167324923889225,0.3333333333333333,37,999,3,3,208,1000
majority,0.6744201321449516,0.5116301982174274,0.7360406091370558,197,999,3,3,208,1000
minority,0.5841259229794309,0.3761888844691463,0.19796954314720813,197,999,3,3,208,1000
consensus,0.7138393736163403,0.5707590604245105,0.981651376146789,109,999,3,3,209,1000
dissensus,0.6317358886597837,0.4476038329896755,0.3333333333333333,34,999,3,3,209,1000
majority,0.6720308943982481,0.5080463415973723,0.7368421052631579,190,999,3,3,209,1000
minority,0.5836694063814847,0.3755041095722271,0.21052631578947367,190,999,3,3,209,1000
consensus,0.730401803215696,0.5956027048235439,0.98989898989899,99,999,3,3,210,1000
dissensus,0.6599787633136782,0.4899681449705173,0.3333333333333333,42,999,3,3,210,1000
majority,0.6865940590198282,0.5298910885297422,0.765625,192,999,3,3,210,1000
minority,0.5696816875068988,0.3545225312603483,0.18229166666666666,192,999,3,3,210,1000
consensus,0.7005154525949231,0.5507731788923846,0.9504132231404959,121,999,3,3,211,1000
dissensus,0.6008061433682647,0.40120921505239704,0.3333333333333333,43,999,3,3,211,1000
majority,0.6941641165720597,0.5412461748580895,0.7396449704142012,169,999,3,3,211,1000
minority,0.597123128312403,0.39568469246860444,0.22485207100591717,169,999,3,3,211,1000
consensus,0.7223188265617918,0.5834782398426878,0.981651376146789,109,999,3,3,212,1000
dissensus,0.604631359295399,0.4069470389430985,0.3333333333333333,33,999,3,3,212,1000
majority,0.6747590341226541,0.5121385511839811,0.743455497382199,191,999,3,3,212,1000
minority,0.5827140002665849,0.37407100039987745,0.19895287958115182,191,999,3,3,212,1000
consensus,0.7342034840395358,0.6013052260593037,0.968421052631579,95,999,3,3,213,1000
dissensus,0.6273386793123542,0.44100801896853137,0.3333333333333333,39,999,3,3,213,1000
majority,0.6796228600509147,0.519434290076372,0.7638190954773869,199,999,3,3,213,1000
minority,0.5611178156142895,0.3416767234214343,0.15577889447236182,199,999,3,3,213,1000
consensus,0.7103326092745422,0.5654989139118133,0.9514563106796117,103,999,3,3,214,1000
dissensus,0.6242387168127679,0.43635807521915176,0.3333333333333333,34,999,3,3,214,1000
majority,0.6900461155764417,0.5350691733646626,0.7908163265306123,196,999,3,3,214,1000
minority,0.591797120126319,0.3876956801894787,0.1683673469387755,196,999,3,3,214,1000
consensus,0.7346353532586902,0.6019530298880355,0.96875,96,999,3,3,215,1000
dissensus,0.6169269100327033,0.42539036504905486,0.3333333333333333,33,999,3,3,215,1000
majority,0.7075819467994068,0.5613729201991102,0.803921568627451,204,999,3,3,215,1000
minority,0.601434594530801,0.4021518917962014,0.16176470588235295,204,999,3,3,215,1000
consensus,0.7086777190518481,0.5630165785777721,0.9469026548672567,113,999,3,3,216,1000
dissensus,0.6124924200360115,0.4187386300540171,0.3333333333333333,52,999,3,3,216,1000
majority,0.6963593843831896,0.5445390765747843,0.7559523809523809,168,999,3,3,216,1000
minority,0.5888760110810547,0.3833140166215821,0.19047619047619047,168,999,3,3,216,1000
consensus,0.7440807580225893,0.6161211370338839,0.9540229885057471,87,999,3,3,217,1000
dissensus,0.5951326446788799,0.39269896701831997,0.3333333333333333,40,999,3,3,217,1000
majority,0.6721517480721451,0.5082276221082176,0.7427184466019418,206,999,3,3,217,1000
minority,0.5945406460118839,0.39181096901782586,0.2087378640776699,206,999,3,3,217,1000
consensus,0.7244534738186637,0.5866802107279955,1,101,999,3,3,218,1000
dissensus,0.6281183516845679,0.44217752752685185,0.3333333333333333,42,999,3,3,218,1000
majority,0.6762779787860876,0.5144169681791315,0.7368421052631579,190,999,3,3,218,1000
minority,0.6053184976531683,0.40797774647975243,0.22631578947368422,190,999,3,3,218,1000
consensus,0.7200750260286638,0.5801125390429956,0.9279279279279279,111,999,3,3,219,1000
dissensus,0.5912269146372435,0.38684037195586524,0.3333333333333333,32,999,3,3,219,1000
majority,0.6685309260748654,0.5027963891122981,0.7947368421052632,190,999,3,3,219,1000
minority,0.5969551338855047,0.395432700828257,0.1631578947368421,190,999,3,3,219,1000
consensus,0.7212545835060982,0.5818818752591473,0.967391304347826,92,999,3,3,220,1000
dissensus,0.6057590851003034,0.40863862765045506,0.3333333333333333,39,999,3,3,220,1000
majority,0.6692844843345913,0.5039267265018869,0.7277227722772277,202,999,3,3,220,1000
minority,0.5964170485687298,0.3946255728530947,0.21782178217821782,202,999,3,3,220,1000
consensus,0.7121952057751677,0.5682928086627517,0.9693877551020408,98,999,3,3,221,1000
dissensus,0.6141453313853139,0.42121799707797075,0.3333333333333333,42,999,3,3,221,1000
majority,0.6896093103323705,0.5344139654985557,0.7979274611398963,193,999,3,3,221,1000
minority,0.5808872513156159,0.3713308769734239,0.15544041450777202,193,999,3,3,221,1000
consensus,0.7135353177656761,0.5703029766485141,0.981651376146789,109,999,3,3,222,1000
dissensus,0.5880415433346825,0.3820623150020237,0.3333333333333333,31,999,3,3,222,1000
majority,0.6880427281133387,0.532064092170008,0.7772020725388601,193,999,3,3,222,1000
minority,0.5693280087512096,0.3539920131268144,0.17098445595854922,193,999,3,3,222,1000
consensus,0.7153450401668299,0.5730175602502449,0.9787234042553191,94,999,3,3,223,1000
dissensus,0.5868312252737168,0.3802468379105752,0.3333333333333333,40,999,3,3,223,1000
majority,0.6877728330191394,0.531659249528709,0.7487437185929648,199,999,3,3,223,1000
minority,0.5787500662821184,0.36812509942317767,0.21608040201005024,199,999,3,3,223,1000
consensus,0.7117568726220604,0.5676353089330906,0.9767441860465116,86,999,3,3,224,1000
dissensus,0.6147415927882928,0.4221123891824391,0.3333333333333333,40,999,3,3,224,1000
majority,0.6753559308621475,0.5130338962932213,0.8115942028985508,207,999,3,3,224,1000
minority,0.5756978495593892,0.36354677433908383,0.14492753623188406,207,999,3,3,224,1000
consensus,0.7082887250939026,0.5624330876408539,0.9519230769230769,104,999,3,3,225,1000
dissensus,0.6052294416757014,0.40784416251355204,0.3333333333333333,31,999,3,3,225,1000
majority,0.694140192743325,0.5412102891149875,0.7727272727272727,198,999,3,3,225,1000
minority,0.5914009479054811,0.3871014218582217,0.1717171717171717,198,999,3,3,225,1000
consensus,0.7189378205947178,0.5784067308920766,0.978494623655914,93,999,3,3,226,1000
dissensus,0.616195269226141,0.4242929038392114,0.3333333333333333,35,999,3,3,226,1000
majority,0.6926513708348015,0.5389770562522024,0.7804878048780488,205,999,3,3,226,1000
minority,0.5575847467460586,0.336377120119088,0.15121951219512195,205,999,3,3,226,1000
consensus,0.7129219220580233,0.569382883087035,0.9622641509433962,106,999,3,3,227,1000
dissensus,0.61138300548802,0.41707450823203007,0.3333333333333333,45,999,3,3,227,1000
majority,0.6846269717518473,0.5269404576277709,0.7527472527472527,182,999,3,3,227,1000
minority,0.5814647696163479,0.3721971544245217,0.18681318681318682,182,999,3,3,227,1000
consensus,0.7202063998763403,0.5803095998145105,0.9509803921568627,102,999,3,3,228,1000
dissensus,0.6163619135533156,0.4245428703299734,0.3333333333333333,31,999,3,3,228,1000
majority,0.6882718248513994,0.5324077372770989,0.71,200,999,3,3,228,1000
minority,0.5954668318876065,0.3932002478314098,0.215,200,999,3,3,228,1000
consensus,0.7351396358553632,0.6027094537830447,0.9646017699115044,113,999,3,3,229,1000
dissensus,0.6085429933262748,0.4128144899894121,0.3333333333333333,24,999,3,3,229,1000
majority,0.7052842721312947,0.557926408196942,0.826530612244898,196,999,3,3,229,1000
minority,0.5769087620670306,0.36536314310054585,0.12755102040816327,196,999,3,3,229,1000
consensus,0.7130079296811932,0.5695118945217897,0.9905660377358491,106,999,3,3,230,1000
dissensus,0.5995623720649245,0.3993435580973867,0.3333333333333333,29,999,3,3,230,1000
majority,0.6893097919949741,0.5339646879924612,0.7323232323232324,198,999,3,3,230,1000
minority,0.5808083445793301,0.37121251686899503,0.21717171717171718,198,999,3,3,230,1000
consensus,0.7169359221616538,0.5754038832424808,0.9732142857142857,112,999,3,3,231,1000
dissensus,0.6005319947051624,0.4007979920577436,0.3333333333333333,42,999,3,3,231,1000
majority,0.6772219026123054,0.5158328539184581,0.6927374301675978,179,999,3,3,231,1000
minority,0.5974823717579413,0.39622355763691186,0.2569832402234637,179,999,3,3,231,1000
consensus,0.6982728950964402,0.5474093426446601,0.9591836734693877,98,999,3,3,232,1000
dissensus,0.6074771475250001,0.41121572128750017,0.3333333333333333,27,999,3,3,232,1000
majority,0.6745720871165246,0.5118581306747869,0.7403846153846154,208,999,3,3,232,1000
minority,0.5691690049686422,0.35375350745296325,0.20192307692307693,208,999,3,3,232,1000
consensus,0.7141126151935224,0.5711689227902836,0.9607843137254902,102,999,3,3,233,1000
dissensus,0.6307217135807381,0.4460825703711072,0.3333333333333333,28,999,3,3,233,1000
majority,0.6812349030589732,0.5218523545884597,0.7339901477832512,203,999,3,3,233,1000
minority,0.59063063416942,0.38594595125413,0.22167487684729065,203,999,3,3,233,1000
consensus,0.6989078450707561,0.5483617676061341,0.9509803921568627,102,999,3,3,234,1000
dissensus,0.6327573663244646,0.4491360494866968,0.3333333333333333,31,999,3,3,234,1000
majority,0.6891314100532328,0.5336971150798492,0.745,200,999,3,3,234,1000
minority,0.5753473764409621,0.3630210646614433,0.165,200,999,3,3,234,1000
consensus,0.7376310083842309,0.6064465125763463,0.9587628865979382,97,999,3,3,235,1000
dissensus,0.6064919796940107,0.40973796954101604,0.3333333333333333,37,999,3,3,235,1000
majority,0.6914281415502687,0.5371422123254029,0.7286432160804021,199,999,3,3,235,1000
minority,0.5769778933950156,0.36546684009252334,0.22110552763819097,199,999,3,3,235,1000
consensus,0.7147187397972972,0.5720781096959457,0.9809523809523809,105,999,3,3,236,1000
dissensus,0.637192479933479,0.4557887199002185,0.3333333333333333,28,999,3,3,236,1000
majority,0.6810729541369559,0.5216094312054338,0.755,200,999,3,3,236,1000
minority,0.6050409278801332,0.40756139182019985,0.19,200,999,3,3,236,1000
consensus,0.7122313198682304,0.5683469798023456,0.9528301886792453,106,999,3,3,237,1000
dissensus,0.6467052646599059,0.4700578969898587,0.3333333333333333,33,999,3,3,237,1000
majority,0.6784792553050975,0.5177188829576463,0.7577319587628866,194,999,3,3,237,1000
minority,0.5884522003036863,0.3826783004555295,0.15463917525773196,194,999,3,3,237,1000
consensus,0.7245074954963374,0.5867612432445062,0.9659090909090909,88,999,3,3,238,1000
dissensus,0.5793061428235243,0.3689592142352864,0.3333333333333333,42,999,3,3,238,1000
majority,0.6862872048515876,0.5294308072773813,0.7881773399014779,203,999,3,3,238,1000
minority,0.5888310190908036,0.3832465286362054,0.1625615763546798,203,999,3,3,238,1000
consensus,0.7117399281690119,0.5676098922535178,0.9655172413793104,87,999,3,3,239,1000
dissensus,0.6093863137164918,0.4140794705747376,0.3333333333333333,42,999,3,3,239,1000
majority,0.6813571588474849,0.5220357382712275,0.75,204,999,3,3,239,1000
minority,0.5792217012791547,0.3688325519187321,0.20098039215686275,204,999,3,3,239,1000
consensus,0.7137740601066743,0.5706610901600115,0.9891304347826086,92,999,3,3,240,1000
dissensus,0.6092739759207698,0.4139109638811548,0.3333333333333333,42,999,3,3,240,1000
majority,0.6773923649070426,0.5160885473605639,0.7788944723618091,199,999,3,3,240,1000
minority,0.587339259732446,0.38100888959866896,0.1658291457286432,199,999,3,3,240,1000
consensus,0.7069374046312051,0.5604061069468077,0.9456521739130435,92,999,3,3,241,1000
dissensus,0.593574236555278,0.39036135483291695,0.3333333333333333,45,999,3,3,241,1000
majority,0.6606909113696169,0.4910363670544252,0.7193877551020408,196,999,3,3,241,1000
minority,0.5935914021921439,0.3903871032882159,0.22448979591836735,196,999,3,3,241,1000
consensus,0.7173829309899415,0.5760743964849123,0.979381443298969,97,999,3,3,242,1000
dissensus,0.621624303569139,0.43243645535370856,0.3333333333333333,37,999,3,3,242,1000
majority,0.6896098209127716,0.5344147313691574,0.7839195979899497,199,999,3,3,242,1000
minority,0.6034470763856192,0.4051706145784289,0.1658291457286432,199,999,3,3,242,1000
consensus,0.7349439156908367,0.602415873536255,0.9807692307692307,104,999,3,3,243,1000
dissensus,0.5906767851707561,0.38601517775613403,0.3333333333333333,30,999,3,3,243,1000
majority,0.6770729796490609,0.5156094694735914,0.7437185929648241,199,999,3,3,243,1000
minority,0.5942094971315072,0.39131424569726064,0.19597989949748743,199,999,3,3,243,1000
consensus,0.7274138492111508,0.5911207738167262,0.9724770642201835,109,999,3,3,244,1000
dissensus,0.6266911416910679,0.44003671253660187,0.3333333333333333,46,999,3,3,244,1000
majority,0.686913757371343,0.5303706360570145,0.8089887640449438,178,999,3,3,244,1000
minority,0.5942231435546729,0.39133471533200925,0.15730337078651685,178,999,3,3,244,1000
consensus,0.7133832985757904,0.5700749478636856,0.9797979797979798,99,999,3,3,245,1000
dissensus,0.5877595860611671,0.3816393790917506,0.3333333333333333,36,999,3,3,245,1000
majority,0.6683512178107764,0.5025268267161647,0.7474747474747475,198,999,3,3,245,1000
minority,0.5861119360393321,0.37916790405899814,0.2222222222222222,198,999,3,3,245,1000
consensus,0.7106633420461813,0.5659950130692719,0.9587628865979382,97,999,3,3,246,1000
dissensus,0.6106698884234195,0.4160048326351292,0.3333333333333333,32,999,3,3,246,1000
majority,0.6725180195446668,0.5087770293170002,0.7598039215686274,204,999,3,3,246,1000
minority,0.6059076341083639,0.4088614511625458,0.22549019607843138,204,999,3,3,246,1000
consensus,0.7150221002788317,0.5725331504182476,0.9444444444444444,90,999,3,3,247,1000
dissensus,0.6181061592592736,0.4271592388889104,0.3333333333333333,44,999,3,3,247,1000
majority,0.691398522634468,0.5370977839517019,0.8040201005025126,199,999,3,3,247,1000
minority,0.6058421294958373,0.40876319424375596,0.17587939698492464,199,999,3,3,247,1000
consensus,0.7134161893745078,0.5701242840617617,0.9795918367346939,98,999,3,3,248,1000
dissensus,0.620984002094987,0.4314760031424806,0.3333333333333333,29,999,3,3,248,1000
majority,0.6787771624091012,0.5181657436136519,0.7864077669902912,206,999,3,3,248,1000
minority,0.5623042989329323,0.34345644839939854,0.1796116504854369,206,999,3,3,248,1000
consensus,0.7227750005236724,0.5841625007855086,0.94,100,999,3,3,249,1000
dissensus,0.6273657667778295,0.4410486501667442,0.3333333333333333,30,999,3,3,249,1000
majority,0.6799481558840575,0.5199222338260863,0.7339901477832512,203,999,3,3,249,1000
minority,0.5835365262433079,0.37530478936496187,0.2315270935960591,203,999,3,3,249,1000
consensus,0.73532639105984,0.60298958658976,0.9368421052631579,95,999,3,3,250,1000
dissensus,0.6206604099372784,0.4309906149059176,0.3333333333333333,52,999,3,3,250,1000
majority,0.6795087592304087,0.519263138845613,0.7311827956989247,186,999,3,3,250,1000
minority,0.5848612682952289,0.37729190244284333,0.1827956989247312,186,999,3,3,250,1000
consensus,0.7331276580797541,0.5996914871196312,0.9649122807017544,114,999,3,3,251,1000
dissensus,0.6137318522221893,0.42059777833328393,0.3333333333333333,37,999,3,3,251,1000
majority,0.7094922585360836,0.5642383878041254,0.8021978021978022,182,999,3,3,251,1000
minority,0.5632192608763911,0.3448288913145866,0.15934065934065933,182,999,3,3,251,1000
consensus,0.7380656029889169,0.6070984044833753,0.9814814814814815,108,999,3,3,252,1000
dissensus,0.6026117652506819,0.40391764787602286,0.3333333333333333,42,999,3,3,252,1000
majority,0.6843563995433494,0.526534599315024,0.7595628415300546,183,999,3,3,252,1000
minority,0.5956918723263755,0.3935378084895634,0.20218579234972678,183,999,3,3,252,1000
consensus,0.7172088526594625,0.5758132789891939,0.9523809523809523,84,999,3,3,253,1000
dissensus,0.6151709763807208,0.4227564645710812,0.3333333333333333,31,999,3,3,253,1000
majority,0.6770094354335783,0.5155141531503674,0.7477064220183486,218,999,3,3,253,1000
minority,0.5858890874487909,0.37883363117318636,0.20642201834862386,218,999,3,3,253,1000
consensus,0.7075917325417421,0.5613875988126131,0.9893617021276596,94,999,3,3,254,1000
dissensus,0.6183451710395331,0.4275177565592997,0.3333333333333333,45,999,3,3,254,1000
majority,0.678349200890982,0.517523801336473,0.6855670103092784,194,999,3,3,254,1000
minority,0.5788221063790043,0.36823315956850644,0.25257731958762886,194,999,3,3,254,1000
consensus,0.7251913031350941,0.5877869547026412,0.9745762711864406,118,999,3,3,255,1000
dissensus,0.608968260177281,0.41345239026592145,0.3333333333333333,31,999,3,3,255,1000
majority,0.6869344389807616,0.5304016584711423,0.7282608695652174,184,999,3,3,255,1000
minority,0.5768846272426806,0.3653269408640209,0.20652173913043478,184,999,3,3,255,1000
consensus,0.7172456841538644,0.5758685262307965,0.946236559139785,93,999,3,3,256,1000
dissensus,0.6154367520735321,0.4231551281102982,0.3333333333333333,38,999,3,3,256,1000
majority,0.6731641281864117,0.5097461922796176,0.7574257425742574,202,999,3,3,256,1000
minority,0.5820737333903735,0.3731106000855602,0.18811881188118812,202,999,3,3,256,1000
consensus,0.7406279622235535,0.6109419433353303,0.956989247311828,93,999,3,3,257,1000
dissensus,0.624168652657158,0.43625297898573706,0.3333333333333333,38,999,3,3,257,1000
majority,0.6650614251333471,0.4975921377000206,0.693069306930693,202,999,3,3,257,1000
minority,0.6089732157982419,0.41345982369736284,0.22277227722772278,202,999,3,3,257,1000
consensus,0.7059298369831665,0.5588947554747498,0.9504950495049505,101,999,3,3,258,1000
dissensus,0.6130456945985743,0.4195685418978614,0.3333333333333333,31,999,3,3,258,1000
majority,0.6914172855782699,0.5371259283674047,0.7711442786069652,201,999,3,3,258,1000
minority,0.5831536489545026,0.374730473431754,0.17412935323383086,201,999,3,3,258,1000
consensus,0.7150749488613357,0.5726124232920036,0.9891304347826086,92,999,3,3,259,1000
dissensus,0.5832838609895129,0.3749257914842693,0.3333333333333333,36,999,3,3,259,1000
majority,0.6765939783687303,0.5148909675530954,0.7219512195121951,205,999,3,3,259,1000
minority,0.584774570641812,0.37716185596271806,0.22439024390243903,205,999,3,3,259,1000
consensus,0.7311906724143281,0.5967860086214921,0.9809523809523809,105,999,3,3,260,1000
dissensus,0.633476474268339,0.45021471140250846,0.3333333333333333,45,999,3,3,260,1000
majority,0.6584023673088207,0.48760355096323105,0.7431693989071039,183,999,3,3,260,1000
minority,0.5889521196174125,0.38342817942611873,0.22950819672131148,183,999,3,3,260,1000
consensus,0.7095910622547089,0.5643865933820632,0.967391304347826,92,999,3,3,261,1000
dissensus,0.6179421860447938,0.42691327906719073,0.3333333333333333,43,999,3,3,261,1000
majority,0.6853042918344433,0.527956437751665,0.7828282828282829,198,999,3,3,261,1000
minority,0.591405524234115,0.3871082863511724,0.17676767676767677,198,999,3,3,261,1000
consensus,0.7261418521878098,0.5892127782817147,0.9578947368421052,95,999,3,3,262,1000
dissensus,0.6082636021791382,0.4123954032687073,0.3333333333333333,39,999,3,3,262,1000
majority,0.6941710695678172,0.5412566043517257,0.7638190954773869,199,999,3,3,262,1000
minority,0.5845289713659416,0.37679345704891243,0.19597989949748743,199,999,3,3,262,1000
consensus,0.7068223345072289,0.5602335017608433,0.978494623655914,93,999,3,3,263,1000
dissensus,0.6121961119442454,0.4182941679163681,0.3333333333333333,40,999,3,3,263,1000
majority,0.6750450387441864,0.5125675581162797,0.75,200,999,3,3,263,1000
minority,0.6026370998751372,0.4039556498127059,0.21,200,999,3,3,263,1000
consensus,0.725131586234336,0.5876973793515041,1,104,999,3,3,264,1000
dissensus,0.600456194061843,0.40068429109276454,0.3333333333333333,29,999,3,3,264,1000
majority,0.685530488328465,0.5282957324926975,0.775,200,999,3,3,264,1000
minority,0.5795209869664784,0.36928148044971754,0.19,200,999,3,3,264,1000
consensus,0.7134163568858607,0.570124535328791,0.9795918367346939,98,999,3,3,265,1000
dissensus,0.6552675577208262,0.4829013365812393,0.3333333333333333,30,999,3,3,265,1000
majority,0.6940563347902361,0.5410845021853542,0.775609756097561,205,999,3,3,265,1000
minority,0.5923541717912729,0.38853125768690944,0.2048780487804878,205,999,3,3,265,1000
consensus,0.7127350284922889,0.5691025427384333,0.9702970297029703,101,999,3,3,266,1000
dissensus,0.6065036723656314,0.4097555085484471,0.3333333333333333,35,999,3,3,266,1000
majority,0.6652357803295995,0.4978536704943993,0.7461928934010152,197,999,3,3,266,1000
minority,0.5874189483537614,0.3811284225306422,0.19796954314720813,197,999,3,3,266,1000
consensus,0.7161598555217072,0.5742397832825608,0.9603960396039604,101,999,3,3,267,1000
dissensus,0.60526409115385,0.4078961367307751,0.3333333333333333,37,999,3,3,267,1000
majority,0.6719628075153655,0.5079442112730482,0.7487179487179487,195,999,3,3,267,1000
minority,0.5874860191335664,0.3812290287003494,0.20512820512820512,195,999,3,3,267,1000
consensus,0.7193328205534478,0.5789992308301718,0.9896907216494846,97,999,3,3,268,1000
dissensus,0.589605359841759,0.38440803976263854,0.3333333333333333,30,999,3,3,268,1000
majority,0.670386629135794,0.505579943703691,0.7815533980582524,206,999,3,3,268,1000
minority,0.60011410836694,0.40017116255041,0.15048543689320387,206,999,3,3,268,1000
consensus,0.7299244897247898,0.5948867345871848,0.9714285714285714,105,999,3,3,269,1000
dissensus,0.6056791958399117,0.4085187937598676,0.3333333333333333,40,999,3,3,269,1000
majority,0.6726161846135584,0.5089242769203377,0.776595744680851,188,999,3,3,269,1000
minority,0.6051001568995285,0.4076502353492926,0.17553191489361702,188,999,3,3,269,1000
